Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Ret_MinusOne,Ret_MinusTwo,Ret_PlusOne
3.0,-0.725051105779,0.389947871252,0.519329812357,2.0,0.0344310306341,23346,0.3318,,,-0.248863774129,0.02,6.0,1.71972590124,0.462415471,1.0,-0.76687040336,0.866613883254,-1.24971089252,3.0,0.334598046032,-0.799971559238,1.0092512634,-1.73817475237,-0.671921628847,0.0093581400506,-0.0132209085304,0.0196088936846
,2.31075088536,-0.259087087189,-1.39728391563,9.0,-0.200357981007,61543,0.0101,8.0,,0.0120669538925,1.0,5.0,1.83024086918,2.118783366,1.0,-0.070845767892,-0.233232991473,-0.624695578807,2.0,-0.422896336807,0.419401191156,0.201115651155,-0.091004626078,-0.0825207644492,-0.0252542070661,-0.0346351291284,-0.0142691056696
,1.26115270862,-0.394914557028,-0.16482379791,7.0,-0.193766742681,54326,0.0099,9.0,5.0,0.259532112441,0.0,1.0,1.19825251638,0.503085277,1.0,0.478184262411,-0.412063015908,-0.241312175495,2.0,-0.484854504734,1.50055063812,-0.521843067059,-0.463501670538,1.93872536716,0.023060575132,-0.0130604356755,0.0572829347865
,-0.203029511727,-0.549451111927,,1.0,-0.322638245645,77704,0.2654,13.0,5.0,0.482012578615,0.55,4.0,1.55877247685,6.754343907,1.0,-0.453959831584,0.35391878667,-0.395229256913,2.0,-0.277217956616,1.12826211861,0.701640417852,-0.338132670389,-0.618084970621,-0.00238896807407,-0.00252641215577,-0.00303545894675
,-0.896361910974,0.984386377986,,3.0,1.29758854813,64428,0.2064,9.0,5.0,-1.03817166604,0.62,8.0,1.42338525553,0.513580188,1.0,-1.48208343072,2.16139344769,-1.55337027841,9.0,1.73345307296,-1.18115800916,1.81701761282,-1.57722450831,-0.832138123097,0.00735398649355,0.00917241311498,-0.0127106185109
,,-0.379365335054,0.223907452658,8.0,-0.387005541,98867,0.0102,10.0,,0.969441438743,1.0,3.0,2.0768378229,3.233759688,2.0,-0.0206517513558,-0.251820729558,-1.23936629887,,-0.509608420213,0.481718462456,0.368780251231,-1.18652712672,-0.255504017839,-0.142595237303,-0.0474125360596,-0.0177384849489
,-0.318557876928,0.0409851661077,-0.22158988666,10.0,,48664,0.365,13.0,,-0.126443269752,0.97,4.0,1.68262615243,7.857146228,1.0,-0.913959200356,1.36657892938,-1.34856616249,3.0,0.554484276357,-0.136611766784,1.19937109631,-1.52449570744,-0.541520117433,-0.0119363171056,-0.00280703116609,0.00798874446671
,,1.15591676109,0.968317511438,2.0,-0.208841087619,34983,0.2119,9.0,,-1.63351140672,0.66,9.0,1.6253631326,2.309533326,1.0,-0.630460821956,0.483030482026,-1.04083922653,2.0,0.336574689572,-1.02848952932,1.31808177687,-2.4957653451,-0.713337165497,0.00010578075254,-0.0315368292699,-0.00669630212442
,,0.164933044694,-0.0789314385338,1.0,1.35118743908,1518,0.0126,10.0,,0.320827744568,0.31,7.0,1.95985067788,2.539207532,1.0,-0.659740918472,0.810659766887,-1.11638857173,2.0,1.83288251726,-0.0147532627954,,-0.291149600299,-0.526488541378,-0.0109900766853,0.00567441768796,-0.000300091283561
,1.8083356303,0.6321461758,,5.0,,15190,0.365,10.0,,-0.830174329579,0.76,1.0,1.81178983013,0.887816008,1.0,-1.04343117995,1.36069283215,-1.62600630348,5.0,1.05201552745,-1.45769625541,1.33440382757,0.203776465398,-0.718419568009,-0.0224844489509,-0.00156332288185,-0.060709374376
,1.47658797953,0.714397519015,,7.0,0.128750918706,22906,0.0166,12.0,5.0,-1.08866638538,0.06,5.0,1.72222628677,0.979590586,1.0,-0.44828931633,0.3532138859,-1.39459297618,7.0,0.658886749462,-2.13205984978,1.29483026659,-1.81028570129,-0.602953331504,-0.0100579156733,0.0110275866011,-0.00672036247407
,,,,7.0,,53301,0.2254,,,,0.63,5.0,1.46609476121,8.045864799,1.0,,,-0.328832164497,2.0,,,,,,-0.00411907470553,-0.0107067332518,0.0286572083699
,-0.702749355921,-0.119439140053,0.254595162583,2.0,-0.0766040231634,64710,0.0107,5.0,4.0,0.546492792913,0.99,8.0,1.7042965463,2.870828508,1.0,-0.188140817251,-0.0110764357196,-0.857726629077,,-0.141693808035,-0.244876426186,0.80747568816,-0.351219416911,-0.179445393336,-0.0286838492913,0.252600912459,-0.00131105936925
4.0,-1.45467486527,1.10589865028,1.19487415635,2.0,-0.00700424575203,8616,0.2087,,,0.00512069493226,0.8,7.0,1.65553289187,6.613689041,1.0,-1.08767636082,1.54565967225,-1.99920910979,4.0,0.76964231137,-1.9035399904,1.34669754959,-1.14368106711,-0.712859557793,-0.00654256258992,0.00396358220702,0.019478722339
,0.58023836834,-0.646311352889,,3.0,-0.149798059671,44322,0.0099,11.0,,0.658328226233,0.8,5.0,1.42282158404,0.367702607,1.0,-0.0858962976806,-0.188693979202,-0.00193116068467,10.0,-0.542323588116,1.42299103054,0.37788909997,0.558321012649,-0.248210983926,0.0508580728014,0.0877966765769,-0.14602357955
1.0,1.16374001696,1.3149817968,,1.0,1.85862202977,14937,0.365,13.0,6.0,-1.78878999117,0.35,6.0,1.67790409961,1.131841439,1.0,-1.05709434649,1.75705222999,-2.02327162958,3.0,2.70485620455,-2.39042283447,1.47978939063,-3.1869643058,-0.951297982167,-0.00264210747005,0.00565874822381,-0.000930607696452
4.0,-1.11274482434,0.691313933679,0.645565234493,6.0,0.260484755618,82865,0.365,11.0,,-0.43891828642,0.2,4.0,1.70672212574,1.102471235,1.0,-0.546719751867,0.246233957192,-1.3889799404,8.0,0.214055994703,-1.3724707447,1.13373647663,-0.484304171453,-0.66105400666,0.0198728357664,-0.000696844713805,0.0151339454638
,2.37534508799,-0.757375970941,-0.737717692613,8.0,-0.399092590981,82574,0.2119,7.0,5.0,0.88363770783,0.66,0.0,1.46757361841,5.936598591,1.0,-0.0396975066315,-0.00137188735148,-0.406414651976,,-0.628240149179,1.3786179701,-0.0532976353363,-0.399549001178,-0.21332512964,-0.000452121468344,0.0358325216515,0.0352667019422
,-0.0172531639042,0.837253638187,,1.0,0.177041413019,44208,0.0171,14.0,5.0,-0.965435212405,0.42,8.0,1.65439817685,7.665029156,1.0,-0.750472543314,0.790557992237,-1.4723968171,8.0,0.584106030659,-2.12799145677,,-0.658913296199,-0.986664651963,0.0123799018478,0.0039430580546,-0.00103509964119
,-1.4584035697,1.24062089526,0.845565251233,5.0,0.442515723152,82574,0.0105,15.0,,-1.60183093206,0.3,4.0,1.61330611143,0.648503598,1.0,-1.03132069024,1.44907628852,-1.58208695437,6.0,1.02713955098,-2.75549958583,1.28431758481,-1.13293030977,-0.93136617721,0.0218232262127,0.0106605067086,-0.0158154170687
,0.1656404453,0.222720631845,-0.538773486929,2.0,0.038731970007,36703,0.0163,11.0,,-0.49063842586,0.26,9.0,1.70881163541,0.632670174,1.0,-0.640948618021,0.161478998033,-0.498119504888,,-0.00881318237145,-1.57533753621,0.63458760506,,-0.31052508034,-0.00157129196638,-0.000132873669156,0.00215846203308
,,-0.277558941867,,5.0,-0.533067982779,80479,0.2986,8.0,4.0,0.247834550744,0.04,7.0,1.18940598605,0.131720797,1.0,0.0127856561072,-0.309513356334,-0.0653019614917,4.0,-0.693745855043,-0.778821850757,0.60117794345,1.16731484386,0.0118701035986,0.0427830995717,0.00746634614101,0.0373282589436
,-0.177728612337,1.05289970107,0.724861021979,7.0,-0.354359518588,67514,0.0105,12.0,4.0,-1.17996897123,0.81,6.0,1.65247696959,0.248670364,1.0,-0.102530250588,0.017535549201,,2.0,-0.1227283572,-2.41632735971,1.11869951688,-0.772670419933,-0.513312531955,-0.0194103833281,0.00758919226209,-0.0249429385071
,-1.26881480254,0.514353466596,0.285218139409,5.0,0.344138429921,31641,0.2064,12.0,,-0.489595604408,0.05,3.0,1.58643812404,1.00800668,1.0,-0.725238030265,1.15856878446,-0.938610969088,3.0,0.800650255229,0.549530363722,0.693116620656,-0.202804424018,-0.325943712747,-0.051226667445,0.00875639329004,0.0144375898209
,0.491524207047,0.937623212914,0.956098153302,10.0,-0.0128481267156,91929,0.3451,11.0,5.0,-0.645742257893,0.0,4.0,2.02811274273,3.297038848,1.0,-1.0898811339,1.76856088744,-2.07288448026,5.0,0.683234892533,-1.12052201106,1.3921346507,-2.10112282279,-0.878622244145,0.00644461029314,0.0136288558521,-0.00520146003537
,2.12074717082,-0.0113874708605,-0.108065177453,9.0,0.0427997326444,39368,0.2119,8.0,5.0,0.122131634462,0.28,4.0,1.8912986565,0.644234587,1.0,-0.794332969669,0.861901467509,-1.29234719693,3.0,0.415890047957,1.10016912697,1.2212217698,-0.911293859435,2.03653480906,-0.00642252326853,-0.00672650471033,0.0211890775837
1.0,-2.2521034689,1.4958396642,1.45731418372,7.0,1.09590272361,48456,0.3318,17.0,,-1.79601737191,0.22,2.0,1.00054414715,0.039762478,1.0,-1.3700270237,2.20536269416,-1.87949083542,6.0,1.60677683167,-1.83789447002,1.41670320123,-2.77692082698,2.94457707773,-0.00968979253233,-0.0189094092254,0.0282207465332
,,0.874535931243,,1.0,0.0862578683743,61797,0.2654,12.0,6.0,-0.998846086183,0.38,6.0,1.9706467767,12.68633504,1.0,-0.732799342371,0.74989779806,-1.38117923498,2.0,0.736638842613,-1.15955606654,1.36221235195,-1.41389900343,-0.762953540666,-0.00462480619958,0.00722820857147,-0.0159428315719
,,0.288865795846,0.566804083322,7.0,-0.320645717278,38162,0.0101,10.0,5.0,-0.1792857115,0.34,8.0,1.76257120357,7.849724411,1.0,-0.247100650318,0.490616590479,-1.06016170912,,-0.23229385707,1.80591177953,0.596106583809,1.01298537285,-0.520669362941,-0.0144358145306,-0.00127309989604,-0.00858076624311
,,-0.899564186132,-0.80434500461,8.0,-0.627968244596,47925,0.0163,6.0,5.0,0.968396374334,0.36,1.0,1.46290413101,2.717845711,1.0,0.199177249869,-0.273350707604,-0.323672176089,4.0,-1.06095393663,1.23933262788,-0.084877776432,0.0690078677571,-0.00622056079024,-0.00215914923298,0.0297550565902,0.00752802361653
,-1.05282411002,1.94225445291,1.46488511979,8.0,0.538788821628,70724,0.3318,9.0,5.0,-1.22335420464,0.32,4.0,1.29977354976,0.184985064,1.0,-1.70799109556,3.21586508848,-2.38790309501,9.0,1.68283923234,-2.42416149956,2.40432231795,-3.81710313426,-1.54646253659,-0.0109672855061,0.0215552535795,0.00807574381068
,0.208757485935,-0.490405332389,-0.297475303179,8.0,,34271,0.01,6.0,5.0,0.502354138422,1.0,0.0,1.84994144812,0.380328183,1.0,-0.36071116537,0.438223234196,-0.924599853475,,-0.546232329925,-0.0803066739555,0.26812610993,-0.576160902558,0.0966875726788,0.00635798613214,-0.0111249378462,-0.0142184181791
,0.194064663465,0.0194739586251,,8.0,-0.105105881371,43166,0.0163,10.0,,0.505740796243,0.52,3.0,1.49510129866,0.503085277,1.0,-0.273895499813,0.32118674537,-1.05347891045,7.0,-0.338757046536,0.619011515528,0.804039414716,-1.53273809316,-0.707958901606,0.0209060354075,0.00797974395264,-0.00150638323606
,-0.551540003388,-0.678501343566,-0.149673604508,2.0,-0.28452996771,8325,0.2654,9.0,,0.739373994844,0.95,4.0,1.30112072543,3.226223393,1.0,0.0178211382961,-0.0233552109602,-0.709314723439,10.0,-0.469178028115,0.276500739149,0.387823533067,0.23137703463,0.344962551069,-0.0160744694237,0.0124646397397,-0.0101393157887
,3.58032673859,1.03320009969,0.792507321209,10.0,0.504114797426,72396,0.2064,12.0,,-1.63335740204,0.95,5.0,1.64067487254,5.77157412,1.0,-1.15919800359,1.74135630675,-1.9326014501,8.0,1.28355040903,-2.56253232999,1.22770418361,-2.73498334226,-0.985346884341,-0.00594628236011,-0.00604881559168,0.0147881950974
,0.990761101656,0.636170806778,0.597156294959,8.0,-0.272701410991,6047,0.2986,11.0,5.0,-0.470397798124,0.27,2.0,1.52061867292,0.022647605,1.0,-1.13873857715,1.65818667128,-1.97489498534,2.0,0.754767062523,,1.51969443271,-2.73421956231,-0.998579290443,0.0134016728673,-0.0119717067513,0.00618582599955
,-1.01185026409,-0.148043186512,0.336353566205,7.0,-0.220729657376,97799,0.3318,11.0,,0.0286519699602,0.17,1.0,1.30029749549,0.367702607,1.0,0.751248636688,-0.687404968049,-0.212652778565,3.0,-0.57101883743,1.02916161082,0.1512846913,-0.420074986211,2.75213084386,-0.0566736916103,0.000697391868635,0.0343075546403
7.0,,1.14192154011,,3.0,1.14881184039,69517,0.3451,11.0,,-1.28897695512,0.99,9.0,1.35442181916,0.033611628,1.0,-1.20537558366,1.62210305336,-1.61623899794,9.0,1.35909053714,1.97638747691,1.56072026056,-0.507286763121,-0.696071612643,-0.00541018221709,-0.00485542620234,-0.00590812755738
,-0.874628184055,1.25512852383,1.229699409,6.0,0.24812765536,22566,0.3318,,,-1.02407433148,0.24,7.0,1.63598507233,0.766189467,1.0,-1.17436446862,1.81937897023,-2.12919715434,9.0,1.10630296404,-2.33035725113,1.88313365893,-1.37877483029,-1.24626744729,-0.00763851472588,0.0109327936778,0.0149888156816
,2.01959884668,-0.0467747214094,-0.293629222111,8.0,-0.707687115101,18417,0.01,10.0,,0.121780501244,0.8,2.0,1.45726232573,8.045864799,1.0,-0.375331510021,0.296215690228,-1.29974926251,2.0,-0.441238383284,-0.285786671483,0.611189046978,-1.08434559152,-0.764994796224,0.0553558555673,-0.0359039459548,0.0694438111054
1.0,-1.44240671501,0.53739539917,0.61506547037,5.0,1.01456404532,28855,0.2254,15.0,,-0.171560824367,0.85,3.0,1.12403445928,0.263548648,1.0,-0.973256126234,1.0703503474,-1.11185121583,2.0,,1.49144997892,1.45191248696,-1.61132941434,-0.403659839933,-0.0117348500349,9.86516741648e-05,-0.00664832972372
,-1.21549176204,-0.494348407307,-0.297265526481,8.0,-0.528203531107,48303,0.2138,9.0,,0.758471196357,0.65,0.0,0.864496726728,11.85116862,1.0,-0.227546229864,0.342146705606,-0.474761871784,2.0,-0.5303983412,0.182213648093,0.169918633748,-1.10793106773,2.58919169337,-0.0285932719254,-0.00790427197736,-0.0230332870621
,-1.21194410241,0.699335174631,0.787435394888,10.0,-0.167753882454,94947,0.2986,12.0,5.0,-0.409203214302,0.0,7.0,1.63281936721,1.152334331,1.0,-1.09637186253,1.35565256189,-1.49411378039,6.0,0.53442616815,-1.29097364544,1.42176049374,-1.45587856009,-0.883385427044,0.0129325789842,0.00904403156371,0.0049207667618
,-0.866938832312,1.91282891209,1.54258158188,8.0,0.955212367542,6447,0.0107,11.0,5.0,-1.48833569585,0.15,7.0,1.45036180127,1.213681501,2.0,-1.79265570588,3.64511163924,-2.41249841169,7.0,2.05721431669,-2.65231045616,2.31314614241,-4.06340236099,-1.47677078696,-0.0632201992515,-0.00132862866522,-0.00376518119546
,-0.291692439142,0.456793148671,,1.0,0.0996207748027,15096,0.0158,9.0,,-0.683780901819,0.14,1.0,1.30446288449,0.158719115,1.0,-0.934385807644,1.42883756402,-1.0740577398,6.0,1.4517040065,-1.46208896629,0.815552113287,-2.58978150707,-0.593990490741,-0.018175460378,0.0085147315099,-0.000569286119056
,,0.31406274305,-0.603476476094,5.0,-0.114740094555,34271,0.2109,10.0,5.0,-0.351040758596,0.0,0.0,1.85802267186,25.80215781,1.0,-0.121230558297,-0.0631765576385,-0.600856358804,4.0,-0.140169774311,-0.584719621999,1.05582843072,-1.11645779031,-0.347795090694,-0.0192854551929,-0.0245227621721,-0.000711746961434
,-1.27224015895,-0.00945365515171,,1.0,-0.0192977905899,98188,0.01,9.0,4.0,-0.16608375616,0.83,0.0,1.19548717158,0.274726535,1.0,-0.699408547496,0.833415352363,-1.42687700177,5.0,2.03507864296,-0.543757565543,-2.99935185737,-4.65526422929,-0.571391290145,-0.00796385422683,0.0240297734219,-0.0133961852163
,-0.423362204794,0.890614232991,1.1685654944,7.0,-0.472849632264,97297,0.2323,12.0,,-1.2617312342,0.12,6.0,1.12517421233,0.140325908,1.0,-0.640334032966,0.717045831917,-0.962074701241,7.0,-0.0247814370677,-2.85633872552,1.23994570656,-1.66850949503,-0.766204335182,-0.00232639695421,0.0260380557864,-0.0105021011117
,-1.04752405835,0.521149145699,0.5591978869,6.0,,29221,0.0102,12.0,5.0,-0.348211543862,0.37,6.0,1.64071652208,8.721811635,1.0,-0.622108193883,0.809767010147,-1.49340676054,9.0,0.588016286801,0.436000936007,1.23869813493,-1.61183592278,-0.806515275381,-0.0121348864434,-0.00751798333128,-0.0109308406723
,-0.385655386806,-1.15063578575,-1.32563303475,2.0,-0.462942833637,69058,0.0174,9.0,5.0,0.960679067013,0.16,4.0,1.4310523773,5.284519882,1.0,0.604667784194,-0.57388985614,-0.726121705602,,-0.953295180629,1.52813261052,-4.40254444814,-0.487488963947,2.42763466406,-0.00961164555757,0.0187076143469,0.0105726784983
,-0.0589832281782,0.0776784737892,0.258667448621,8.0,,25498,0.01,9.0,5.0,0.173674690001,,8.0,1.68552778427,0.197706617,1.0,-0.689341365444,0.606485833946,-1.14660826845,,-0.192078985035,-0.196916886284,0.445714802884,-1.95569468506,-0.218418907839,0.0148357273778,0.0210588555006,-0.0349436240614
,-0.0463947132181,1.6684224616,0.50854976959,6.0,0.282849441913,22152,0.3318,12.0,4.0,-2.5030641568,0.97,2.0,1.57709370783,0.368400838,1.0,-1.05771767494,1.28577084647,-1.56785845271,4.0,0.80429959725,-1.27329830101,1.14461424725,-1.77501162942,-0.760021955427,-0.0386523652081,-0.0201685690991,-0.0183018014958
1.0,-2.50755884808,1.22883403005,1.12434198911,7.0,0.592176309497,63046,0.3318,11.0,,-1.32958838047,0.99,3.0,1.55584523187,0.171176092,1.0,-1.54616136206,2.85388868175,-1.87253494892,3.0,1.84855072268,-1.6195757091,1.53388879003,-0.989351436744,3.38766347065,0.000925881019392,0.00533712862563,-0.00625282048502
,-0.491898739555,-0.210283643769,-0.150692474843,8.0,-0.678840400496,96992,0.3484,9.0,5.0,0.354038584519,0.68,1.0,1.29225690881,10.72113355,1.0,-0.329195556458,0.0112197102278,-0.639334037214,2.0,-0.381664147601,-0.12603479545,0.596331713065,-0.673831887079,-0.303296980146,0.0192493376333,0.0171091626579,0.0065103077865
,1.89432819024,-1.23957424086,,2.0,-0.426510729473,41301,0.0174,11.0,,1.59408964278,0.99,0.0,1.28672868268,,1.0,0.876670640013,-0.812054505147,-0.127476033361,,-1.30337666704,1.61696826241,-3.5588275992,-0.106654543753,2.12229912087,0.0458550249776,-0.0352516197875,-0.0161446378711
,-0.231670021391,0.0680436312083,0.444588847546,1.0,1.17126056238,52091,0.01,12.0,4.0,0.208761441241,0.56,4.0,1.36734011814,0.486215908,1.0,-0.776689933158,1.04407876524,-1.05522162998,4.0,1.75910045626,-0.491806111688,0.891611176954,-1.00264158924,-0.524626001356,-0.0183428170858,0.0336485505753,0.0223540177078
,-1.67137416583,0.819251122543,0.439128708694,7.0,0.312075829478,80938,0.2064,13.0,5.0,,0.37,1.0,1.15151190062,0.887579736,1.0,-0.796204017735,0.985992697983,-0.772313791462,4.0,0.474567715211,-0.463287829146,-4.45640360807,-0.545474465857,-0.541389395062,0.0168744296334,-0.0796060955178,-0.00933832277547
,-0.932277246762,1.20485173385,0.251679133631,9.0,0.0788088042995,19719,0.0101,13.0,5.0,-1.65895457246,0.2,1.0,1.54759792964,0.281922453,,-0.721282513086,1.0309143503,-1.66438799898,3.0,0.583974345727,-2.55279283267,1.46816440094,-2.28995367345,-0.714120986292,-0.00720495565504,0.00792274268875,-0.0111849816221
,-0.840496311689,0.817959084918,0.493393220405,8.0,0.179762069663,81859,0.365,10.0,,-1.26558509157,0.8,4.0,1.57233716482,0.738335941,1.0,-0.806657687498,0.849853591157,-0.710659916569,2.0,0.60386858121,-2.47358719392,1.13534254961,-0.852353541058,-0.476419321692,0.0215439793779,0.0405039893745,0.0117426600797
,0.443516928013,-0.592632822118,-0.386456181233,2.0,-0.532859949164,627,0.365,7.0,,0.576132141769,0.98,9.0,1.79778393172,,1.0,0.351113574188,-0.248243430491,-0.130618078121,,-1.06391289088,0.668251674112,-0.099005711698,0.209588896438,-0.0309443777672,0.0184057341052,-0.00281812278076,0.0113866802964
,-0.962177587839,1.10450752639,,1.0,5.98158224232,31755,0.0158,11.0,,-0.967229665034,0.98,3.0,1.99661116177,3.289145003,1.0,-1.05378374462,2.11378861689,-1.89033371155,3.0,3.9220186806,-1.05188317541,-6.21715459718,-5.92975629773,-0.972690625668,0.000115138164631,0.0242425516348,-0.0166211811617
,-1.01527111501,0.0295207856449,0.337307290412,7.0,-0.143439538249,70258,0.2109,9.0,,-0.0150602868181,0.03,0.0,1.25529609726,5.970522966,1.0,0.783091105972,,-0.323762461394,3.0,-0.522891274453,1.04787658936,0.256058196172,-0.62258422707,2.69096345728,-0.0375405547679,-0.0116336890978,0.00694554107402
1.0,-1.91505438352,1.53366382855,1.51032764325,7.0,0.949664570227,70034,0.3583,14.0,,-1.74140712312,0.5,5.0,1.46950842038,1.250257986,1.0,-1.59514008166,2.17235000132,-2.01190159272,4.0,1.76599382394,-0.761814910544,1.58799674415,-3.33344560224,-0.838388210896,-0.0181428317108,-0.00891586796326,0.0290504695149
,0.369045655701,-0.237672611369,-0.0784210920744,1.0,0.0668168464909,12790,0.2119,11.0,6.0,0.940463984372,0.72,7.0,1.10048862862,8.626805047,1.0,-0.560818339063,0.860123055966,-0.804015407797,9.0,1.15345642303,0.10982717755,0.64618729151,-0.470912394338,-0.330720109533,0.00182567851678,0.00951364369976,-0.00713584147402
,0.569965571002,-0.725771696943,-0.463290583523,8.0,-0.442240580468,39368,0.0111,8.0,,0.961425809377,0.51,1.0,1.54764413536,6.911263953,1.0,0.419507559614,-0.400761118113,-0.356528235149,,-1.06307918666,1.38085540246,-0.243317429754,-0.343351926795,0.567946431576,0.0271201403317,-0.0105159357852,0.0310977572694
,-0.203804205633,1.73305268534,1.23684265536,6.0,0.0810594030948,30508,0.3583,12.0,5.0,-2.44255305898,0.6,6.0,1.60921423412,2.996611676,,-0.5562355383,0.828122309684,-1.44899038913,7.0,0.431801602719,-1.88815226483,1.21875249518,-0.499471615941,-0.643783546511,0.00383744237855,-0.00750033493179,0.00607517134833
,-0.281110232452,-0.294011265206,0.333834180108,8.0,,86137,0.0163,10.0,5.0,0.926934743129,0.95,2.0,1.59202700113,10.31896599,1.0,0.0613242391082,-0.375096047634,-1.1263932569,2.0,-0.850834598853,0.629149897512,0.525397937573,-0.381494714572,-0.378926658974,-0.0107224742002,0.00927721180458,0.0055108800745
,-0.991634579729,-0.332765844831,0.0996050898204,2.0,-0.28739780428,96492,0.3583,8.0,5.0,0.99151131695,0.97,4.0,1.7981348064,0.816229686,1.0,-0.163196106707,-0.0586326532332,-1.29495460799,,-0.329707976385,0.809193143631,0.409442375546,-1.363276309,2.20386845869,-0.0271877920962,-0.0437432229368,-0.0232056960196
,0.604953265426,-0.778078831874,-0.142466791793,8.0,-0.340913279583,18066,0.2138,10.0,5.0,0.790543062908,0.98,5.0,1.04672314338,0.568226729,1.0,0.146730139075,-0.200856191623,-0.12105289193,,-0.733812978926,1.13080369651,0.39166507014,0.213164274384,-0.26703976563,0.0423351152951,-0.0994033491091,-0.0504379955416
7.0,3.52118273587,2.55229919671,,1.0,10.1944122907,15416,0.2208,16.0,4.0,-4.12404230993,0.08,3.0,0.654978141437,11.85116862,1.0,-2.2153633088,5.21594028945,-2.44589799303,3.0,7.10463956792,-3.43857829455,-6.85782553399,-9.72718360065,2.78913634197,0.00967899807167,0.00984791066318,-0.0016888499599
,,0.682760318109,0.534540663906,5.0,-0.132255915463,82549,0.0102,11.0,,-0.702956646226,0.77,7.0,1.73126925271,0.903445239,1.0,-0.545714752129,0.750382514164,-1.35091434261,4.0,0.108296662838,-1.86846083123,,0.52559841736,-0.637048990684,-0.00388928480093,-0.0098875055494,-0.0417826933512
,1.17318965526,-0.430539316678,0.0882765364343,2.0,-0.383873692961,37551,0.0126,10.0,,0.577407767975,1.0,7.0,1.25065631454,0.722854774,1.0,0.505417805013,-0.556113183053,0.000171177375871,,-0.814163215953,0.623525949488,-0.408255090536,1.17014456338,-0.0189944147006,0.0468134192936,0.00376371350143,-0.0188365085042
,-1.53982354228,0.650961822817,0.147859282755,10.0,-0.169294390197,49522,0.2254,13.0,,-1.00800906579,0.99,0.0,1.44712681347,0.477483282,1.0,-0.239849010999,-0.184360255608,-0.569633069583,3.0,0.0865000986825,-1.89255687546,0.798007015355,-0.0506354499613,2.55321623256,-0.0184180850565,-0.0164329875664,-0.0386708387283
,,-0.664215770601,-0.378021792845,8.0,-0.312842138501,48144,0.3451,8.0,4.0,0.860695265197,0.64,5.0,1.57224426548,5.970522966,1.0,0.140778417349,-0.155374757475,-0.481301466437,2.0,-0.692256051699,0.871579630528,0.399228016187,-0.026355796138,-0.259633519674,0.00101746807785,-0.0202381102147,0.0101955781707
,,1.06474854496,,1.0,-0.142741896506,8590,0.0174,16.0,5.0,-1.34706959065,0.7,1.0,1.58992241171,0.252041112,1.0,-0.836147630913,1.06027316677,-1.25531980516,7.0,1.75508597807,-0.291584894512,1.55910218944,-1.87787919595,-0.676643368285,-0.0106364230903,0.0154366457264,0.00690592216641
,2.16235827624,1.72158103595,1.25498272434,7.0,0.105093361367,53301,0.0142,12.0,4.0,-2.34999961131,0.98,0.0,1.48777203963,0.582172884,1.0,-0.519093505137,0.694334025237,-1.11699335316,6.0,0.477791110771,-2.90538105061,1.06018455667,-2.15877099462,-0.537221001788,-0.00122497105373,-0.0169761806799,0.000439248549696
9.0,0.058090211676,-0.475726766277,-0.482613603916,8.0,-0.513180129313,49467,0.0111,9.0,,0.655874026101,0.94,3.0,1.14143098707,3.344862552,1.0,0.0578196902822,-0.157518870065,-0.521759518868,6.0,-0.956220791782,0.672543402977,0.390220097744,-0.360196792993,-0.0630929884323,-0.0131328357064,-0.0217016496878,-0.0651311129765
,0.0266250656541,,-0.907339811027,8.0,-0.606236827449,92174,0.0174,8.0,4.0,0.986580100086,0.33,4.0,1.7368401359,0.798838606,1.0,0.20603125826,-0.407712093975,-0.932492450529,,-0.783532690608,1.11336148015,-0.385443320209,0.446652898022,0.0387301774957,-0.0156815225588,0.00229630021474,0.109635562067
,-2.07611337972,1.67671323807,,5.0,0.778010720588,44322,0.0126,9.0,,-2.73151921894,0.81,8.0,1.71258701373,0.080723547,1.0,-0.91121328962,1.53854134773,-1.96932788036,8.0,1.27806696442,-3.94905049736,1.02337935177,-2.02300034097,-0.537368588397,0.0415158828261,0.0844442184435,-0.0651618445787
,-1.99824774876,1.16525549732,,3.0,0.528266884463,45170,0.0158,10.0,,-1.52003485359,0.04,6.0,1.49750985717,,1.0,-0.590603850828,0.512336515232,-0.804738460942,8.0,,-0.484636129406,-5.24859499575,-1.2281149083,2.85204824728,-0.0241689193651,0.0112003663603,-0.00253083761777
,-1.5168656264,0.926298634707,1.40105938456,6.0,0.44841365977,14653,0.0099,11.0,5.0,-0.612177156601,0.82,4.0,1.82148997424,5.440969789,1.0,-0.358177817674,0.275585178809,-2.11648151477,6.0,0.424616789873,-1.54484048504,1.66830779373,-1.01167505337,-0.913476439308,-0.00843624512371,-0.000735233777681,-0.00119527860457
,2.09371860003,1.00876287,1.21351932878,8.0,0.228064164923,44670,0.0111,12.0,5.0,-0.121775884856,0.4,6.0,1.61162350145,0.029001697,1.0,-1.44735742117,2.21952503508,-2.07270234301,,1.21706684566,-1.38453494722,1.62717889878,-3.19246822318,-0.903480951282,0.0103392160841,0.0105746256155,-0.0320016667359
